UhaveE_ID	UID	EID	site	longitude	latitude	altitude	time_zone	daylight_saving	water_vapor	light_pollution(m/sas)
115	34	2712	Chacaltaya Astrophysical Observatory	74.22178731339443	46.7239265883382	3459.276228203459	UTC+4	n	0.7492607582551647	18.262044692754138
116	34	1041	Indian Astronomical Observatory	-106.45661261899922	12.724443995802872	985.0253393954168	UTC-7	n	5.600076795481597	22.681989801851838
117	35	724	Mauna Kea Observatory	-26.912952104088305	24.568848888269542	181.57998132706004	UTC-1	n	0.2812178747300109	19.432758003441045
118	36	2430	Mount Graham International Observatory	68.12391061772203	19.805890255085643	1407.31984759648	UTC+4	n	0.9209279239797397	19.520535598476798
119	36	941	Llano del Hato National Astronomical Observatory	160.56731547422783	79.37989426515696	1953.2923080191053	UTC+10	n	0.19125309302857052	15.819321587831919
120	36	957	Chacaltaya Astrophysical Observatory	-143.72128501887155	-22.226809588935765	1329.5459462416175	UTC-9	n	9.129916960780308	17.315662327912207
121	37	375	Llano de Chajnantor Observatory	2.0130722647355412	26.053565332378938	968.6086438355992	UTC+0	n	7.703804674039025	22.74448032682838
122	37	238	Mauna Kea Observatory	-64.29528217039467	-7.9850180976288385	2159.613617209248	UTC-4	n	2.5880460327954147	20.65043287939966
123	37	151	Llano de Chajnantor Observatory	-156.068826621529	53.39569435940098	3488.9017938266115	UTC-10	n	9.136677903691968	22.627008831254763
124	37	768	Llano de Chajnantor Observatory	30.24892654547955	58.368798585220134	2694.5773943517393	UTC+2	n	5.909747673916267	23.170499125367648
125	37	1881	Plateau Observatory	-3.7111950982793473	65.99133667013211	97.73290694561179	UTC+0	n	9.885694141604406	23.070966718271308
126	38	447	Yangbajing International Cosmic Ray Observatory	-102.68724524628486	28.03000257018921	3382.0051980703	UTC-6	n	4.280889353799595	22.767261665551853
127	38	294	James Ax Observatory	-101.77290329909874	25.191738440426292	4693.690679616972	UTC-6	n	0.23825105252101575	18.78244562479388
128	38	2314	Mauna Kea Observatory	37.77970521070108	-72.75332080730875	3308.451652505965	UTC+2	n	7.9863383593614925	16.550372767540313
129	39	291	University of Tokyo Atacama Observatory	65.93741511343615	33.54558581251274	3624.3454886998647	UTC+4	n	5.507370824120348	23.673341106849588
130	39	1056	Llano del Hato National Astronomical Observatory	157.3655765730167	-49.78596806344113	4421.565376048887	UTC+10	y	6.464960625075503	16.674504964295487
131	39	901	Peak Terskol Observatory	119.044668806723	-75.78617281429275	2631.894160444306	UTC+7	n	6.941144911056719	19.118418874110276
132	40	2687	Llano de Chajnantor Observatory	74.49350334795352	-62.69812805360299	493.61842656980525	UTC+4	y	1.759019720342364	18.0881727239721
133	40	2293	European Extremely Large Telescope	-0.7939562664770108	-20.925412713360068	1158.370072672704	UTC+0	n	1.0728382472411535	19.94629835652594
134	40	2172	Llano de Chajnantor Observatory	177.09526620425868	-67.79567372711469	844.8611550943524	UTC+11	n	8.130518898720357	21.595169467402332
135	41	1184	Chacaltaya Astrophysical Observatory	81.41597418410254	12.477209194966363	4615.235472433409	UTC+5	n	3.407728415396345	21.47237636563033
136	41	889	High Altitude Water Cherenkov Gamma-Ray Observatory	-90.36379178876437	59.648271039558665	1483.778037040658	UTC-6	n	0.417919503342129	22.105297991511353
137	41	355	Chacaltaya Astrophysical Observatory	3.405803085694515	56.46767589446222	3725.3182934595334	UTC+0	n	0.9980515503601561	20.16191564370343
138	41	1096	Chacaltaya Astrophysical Observatory	130.08800184994243	-47.91380478193638	1739.5339967006769	UTC+8	n	2.5859556264327823	18.876536072565706
139	42	759	James Ax Observatory	69.58186955411784	-51.49915771966832	3633.854742969569	UTC+4	n	7.047379300510994	18.399308015665763
140	42	1629	European Extremely Large Telescope	-109.17229092058912	-68.64534072846702	3766.252490591733	UTC-7	n	2.6182608318778766	23.763728808616072
141	42	1841	Llano del Hato National Astronomical Observatory	-59.39900488474238	-33.36456038691946	3291.1981685634487	UTC-3	n	0.4185118201710225	21.726880284953687
142	43	2672	Large Latin American Millimeter Array	-64.0727747596117	51.568050355737796	4027.4099459114705	UTC-4	n	3.285967343530658	16.03989365297455
143	43	1879	Llano de Chajnantor Observatory	-176.24088488174323	-41.70184237744964	4996.5728818549305	UTC-11	n	1.7747104672643965	23.68274148058415
144	43	1106	Gornergrat Observatory	-42.543474572165735	70.75001186665799	3150.476402048029	UTC-2	n	2.6993891399709535	19.99548733509799
145	43	1930	James Ax Observatory	159.46615805096752	-52.808141586136	2602.535866654718	UTC+10	n	4.7200356755208865	22.704587303781295
146	44	1005	Barcroft Observatory	-115.94351085757833	-54.28963302687258	3687.7370594301015	UTC-7	n	5.966223888004281	19.564053982993986
147	45	1941	High Altitude Water Cherenkov Gamma-Ray Observatory	118.66087883505105	-19.716734946689257	3311.173844088479	UTC+7	n	0.3318152764777327	17.045440524166825
148	45	2379	Large Millimeter Telescope	6.6759337920838675	-63.94045749806091	2985.4400521800885	UTC+0	n	8.93476010315794	23.178982568634268
149	45	359	Notre Dame University-Louaiz Observatory	-137.87972372709817	-9.000267560964218	3836.561374612278	UTC-9	n	7.402120327145232	24.271170710956408
150	45	2987	Magdalena Ridge Observatory	-34.88670051745552	57.63521008427668	1655.6057782700361	UTC-2	n	5.74485353012367	16.12400297710368
151	46	2302	Mauna Loa Observatory	35.78307256684866	-48.16919063391602	3900.220231151142	UTC+2	y	3.39805067484518	16.43488030288211
152	46	1132	Llano de Chajnantor Observatory	-73.36731344451366	-53.24064973986097	4930.492636359703	UTC-4	n	0.7290599298584444	16.951433486065895
153	46	2472	Peak Terskol Observatory	-69.78971920502906	-20.738865031870603	2012.1610842078017	UTC-4	y	8.945561279191228	23.082023033050998
154	47	2148	Llano del Hato National Astronomical Observatory	49.097576073546406	-24.37581954287309	4307.211355859206	UTC+3	n	8.897088745193818	16.1809615715269
155	47	1150	Gornergrat Observatory	-175.11086538694545	-1.3744753770832432	4221.760224085871	UTC-11	n	2.0465494716533392	23.445125425272813
156	47	2641	Shiquanhe Observatory 	-170.5957500429147	72.12838655546184	616.0977618168816	UTC-11	n	1.5302311477135722	19.013407468723802
157	48	1168	Sphinx Observatory	-164.03082094434743	-7.646729150083019	643.6358629335331	UTC-10	n	3.1877748834678177	15.773362972794958
158	48	1885	Barcroft Observatory	-5.860294994960839	-33.276862178760425	1693.1827311257928	UTC+0	n	9.255006653306095	19.440993643298476
159	48	2475	Mauna Loa Observatory	117.55497288852354	-79.04272079550081	1542.7089501207042	UTC+7	n	4.868494290081103	18.837875987696535
160	48	1261	Yangbajing International Cosmic Ray Observatory	-170.5041710036855	-58.53852190832343	4270.302731873004	UTC-11	n	0.6855455937655175	24.709746350226055
161	48	2914	Llano de Chajnantor Observatory	36.56254324360299	28.67623297383004	801.9735301560321	UTC+2	n	8.513271237519309	18.677539232584195
162	49	646	Atacama Cosmology Telescope	-152.5669003054434	-40.61714124044384	4055.192358200782	UTC-10	n	2.3937645573580912	24.339219914081802
163	49	526	Peak Terskol Observatory	-145.67107876501143	18.15015028810562	3592.7804518835824	UTC-9	n	2.836371427552511	16.978906124866946
164	49	803	Iranian National Observatory	-76.64156662748854	-10.862849643019615	3001.7709612460444	UTC-5	n	4.337556100117942	18.944533816327986
165	50	148	Concordia Station	101.93491119119835	-55.83937905943358	612.1763652223383	UTC+6	n	1.9072504550106317	19.87155795417655
166	50	1022	University of Tokyo Atacama Observatory	-118.56292000002459	46.558943355052094	3376.961681726556	UTC-7	n	8.975011263201441	21.154508419015375
167	51	1931	Very Long Baseline Array	169.62495318928558	-73.74014638743687	414.7927780440309	UTC+11	n	0.390143836051986	19.99371210059896
168	51	1410	Large Millimeter Telescope	15.521176307446893	60.59734153936523	4077.3742377899903	UTC+1	n	7.18783638669607	21.48437351907271
169	51	1758	Iranian National Observatory	-1.692870491030959	8.076689054688444	116.1948589948941	UTC+0	n	9.885079380424923	22.505038886885373
170	52	2214	Shiquanhe Observatory 	-163.4739676807914	-68.12113923712829	3719.648162238912	UTC-10	n	4.462678338559069	18.6267390678531
171	52	881	Magdalena Ridge Observatory	112.81120876755762	-71.04089534313584	93.1664799519766	UTC+7	y	6.869840768325533	24.246961039814238
172	52	1811	University of Tokyo Atacama Observatory	-171.69242414419307	62.177871767525176	2054.551916208367	UTC-11	n	6.95804841722061	15.06858732317365
173	53	423	European Extremely Large Telescope	-168.70806331050508	14.344928806713398	2042.2986087294826	UTC-11	n	7.346307244290307	19.815660033587253
174	53	2213	Very Long Baseline Array	-75.98204019651753	-26.734501578014957	4089.5101328599667	UTC-5	n	8.784992158173404	21.687101021410573
175	53	620	European Extremely Large Telescope	169.997032362872	-62.62202133680692	1342.4753092644924	UTC+11	n	7.006966558246549	17.670330814907963
176	54	2425	Chacaltaya Astrophysical Observatory	22.10358729627592	17.282278055446895	2600.9526086583496	UTC+1	n	7.252551819753173	24.604150468292026
177	54	1769	James Ax Observatory	-119.60091596371527	-3.027879237671641	856.3697272507982	UTC-7	n	6.500395092352528	20.931901778750944
178	55	2246	Very Long Baseline Array	-19.99175192839286	12.841325306795483	1443.7217470570145	UTC-1	n	8.651317779312684	21.375801358129216
179	55	2388	Yangbajing International Cosmic Ray Observatory	-45.034043457173	59.96822090973015	1961.9515132932174	UTC-3	n	8.459662970988152	17.587232867823783
180	55	271	High Altitude Water Cherenkov Gamma-Ray Observatory	-61.92094657179145	27.64249892987138	4025.619819338401	UTC-4	n	6.969627175477671	20.185103741295045
181	55	1189	Chacaltaya Astrophysical Observatory	85.83696002834802	-17.95203632031813	784.9779447990329	UTC+5	n	8.019466735204201	19.279620517188214
182	56	645	Mauna Loa Observatory	-124.37873568868696	-8.109260108885778	1721.7291435184839	UTC-8	n	9.912057294893975	23.585446901645625
183	56	2596	Very Long Baseline Array	25.60548436202214	-61.41584808259482	227.67985246773756	UTC+1	n	3.4993052944609424	24.894781515668356
184	56	106	Mount Graham International Observatory	168.73536774925833	75.01655377687814	830.4829436272877	UTC+11	n	2.5470062762888315	16.700687013348812
185	56	2390	Atacama Cosmology Telescope	-115.1649078665305	58.50425160114017	1862.2388489037894	UTC-7	n	2.0779373899923126	18.39614536319709
186	57	1599	Llano del Hato National Astronomical Observatory	57.484449061009	-65.46089648392996	718.1575861909283	UTC+3	n	7.898512488357941	15.623109302799328
187	57	171	Meyer-Womble Observatory	131.90801589881545	50.08472379692	4074.1251252722427	UTC+8	n	6.739961496589735	15.567945649499462
188	57	2994	Haleakala Observatory	95.69993201924632	-7.191886086541658	2576.478885059436	UTC+6	n	5.206715474400897	15.680293619151575
189	57	1540	Llano del Hato National Astronomical Observatory	56.64508693914331	24.986570788321814	3.423394211400721	UTC+3	n	3.8444301704957704	16.590664061074417
190	58	2859	Receiver Lab Telescope	-1.5155102097947406	67.52536899716344	2008.8631729910696	UTC+0	y	9.621799536402458	23.529368443737326
191	58	1677	Indian Astronomical Observatory	136.96614403334496	79.34260122603843	520.1443866309003	UTC+9	n	2.235537201782404	16.42131356997331
192	59	1559	Large Millimeter Telescope	-130.36864511235302	-9.346489969726136	3470.5054977727236	UTC-8	n	1.1007169142137219	20.265384675023494
193	59	693	Mauna Kea Observatory	-167.56598929384	-39.73686509404207	2158.405444486754	UTC-11	n	2.265483583619783	16.309767511809007
194	59	2915	James Ax Observatory	-29.382695060958753	46.226922414594014	5161.203088937214	UTC-1	n	3.762056287511444	23.691500046565018
195	59	987	Llano del Hato National Astronomical Observatory	88.33702973216214	-64.64153251922987	18.884622293285958	UTC+5	n	0.4169517932900979	19.682887924441644
196	60	775	Magdalena Ridge Observatory	117.3127281641215	34.56413092034943	4991.033948954229	UTC+7	n	2.5073228176468785	21.352731698626393
197	60	2448	Receiver Lab Telescope	17.204329872976842	34.742772547835045	3700.5577501461926	UTC+1	n	7.867495814538559	21.332256366017873
